Series_reference,Period,Data_value,Suppressed,STATUS
BDCQ.SEA1DT,2021.12,21137,,R
BDCQ.SEA1DT,2022.03,21547,,R
BDCQ.SEA1DT,2022.06,21762,,R
BDCQ.SEA1DT,2022.09,21905,,R
BDCQ.SEA1DT,2022.12,22277,,R
BDCQ.SEA1DT,2023.03,22513,,R
BDCQ.SEA1DT,2023.06,22492,,F
BDCQ.SEA1EA,2011.06,100016,,F
BDCQ.SEA1EA,2011.09,100783,,F
BDCQ.SEA1EA,2011.12,102394,,F
BDCQ.SEA1EA,2012.03,103061,,F
BDCQ.SEA1EA,2012.06,104955,,F
BDCQ.SEA1EA,2012.09,105360,,F
BDCQ.SEA1EA,2012.12,108315,,F
BDCQ.SEA1EA,2013.03,108983,,F
BDCQ.SEA1EA,2013.06,112850,,F
BDCQ.SEA1EA,2013.09,111615,,F
BDCQ.SEA1EA,2013.12,115478,,F
BDCQ.SEA1EA,2014.03,117532,,F
BDCQ.SEA1EA,2014.06,119951,,F
BDCQ.SEA1EA,2014.09,120120,,F
BDCQ.SEA1EA,2014.12,123363,,F
BDCQ.SEA1EA,2015.03,125058,,F
BDCQ.SEA1EA,2015.06,125669,,F
BDCQ.SEA1EA,2015.09,125497,,F
BDCQ.SEA1EA,2015.12,128006,,F
BDCQ.SEA1EA,2016.03,129884,,F
BDCQ.SEA1EA,2016.06,132499,,F
BDCQ.SEA1EA,2016.09,133534,,F
BDCQ.SEA1EA,2016.12,137679,,F
BDCQ.SEA1EA,2017.03,140434,,F
BDCQ.SEA1EA,2017.06,143677,,F
BDCQ.SEA1EA,2017.09,144629,,F
BDCQ.SEA1EA,2017.12,148802,,F
BDCQ.SEA1EA,2018.03,150345,,F
BDCQ.SEA1EA,2018.06,151978,,F
BDCQ.SEA1EA,2018.09,150157,,F
BDCQ.SEA1EA,2018.12,155400,,F
BDCQ.SEA1EA,2019.03,157823,,F
BDCQ.SEA1EA,2019.06,159688,,F
BDCQ.SEA1EA,2019.09,159037,,F
BDCQ.SEA1EA,2019.12,162608,,F
BDCQ.SEA1EA,2020.03,163166,,F
BDCQ.SEA1EA,2020.06,166358,,F
BDCQ.SEA1EA,2020.09,168095,,R
BDCQ.SEA1EA,2020.12,169062,,R
BDCQ.SEA1EA,2021.03,172023,,R
BDCQ.SEA1EA,2021.06,177192,,R
BDCQ.SEA1EA,2021.09,177870,,R
BDCQ.SEA1EA,2021.12,183537,,R
BDCQ.SEA1EA,2022.03,184396,,R
BDCQ.SEA1EA,2022.06,186312,,R
BDCQ.SEA1EA,2022.09,184672,,R
BDCQ.SEA1EA,2022.12,187607,,R
BDCQ.SEA1EA,2023.03,188172,,F
BDCQ.SEA1EA,2023.06,192474,,F
BDCQ.SEA1ES,2011.06,99656,,R
BDCQ.SEA1ES,2011.09,101651,,R
BDCQ.SEA1ES,2011.12,102083,,R
BDCQ.SEA1ES,2012.03,102864,,R
BDCQ.SEA1ES,2012.06,104583,,R
BDCQ.SEA1ES,2012.09,106265,,R
BDCQ.SEA1ES,2012.12,108001,,R
BDCQ.SEA1ES,2013.03,108754,,R
BDCQ.SEA1ES,2013.06,112439,,R
BDCQ.SEA1ES,2013.09,112602,,R
BDCQ.SEA1ES,2013.12,115153,,R
BDCQ.SEA1ES,2014.03,117248,,R
BDCQ.SEA1ES,2014.06,119513,,R
BDCQ.SEA1ES,2014.09,121211,,R
BDCQ.SEA1ES,2014.12,123024,,R
BDCQ.SEA1ES,2015.03,124730,,R
BDCQ.SEA1ES,2015.06,125180,,R
BDCQ.SEA1ES,2015.09,126701,,R
BDCQ.SEA1ES,2015.12,127646,,R
BDCQ.SEA1ES,2016.03,129507,,R
BDCQ.SEA1ES,2016.06,131988,,R
BDCQ.SEA1ES,2016.09,134844,,R
BDCQ.SEA1ES,2016.12,137265,,R
BDCQ.SEA1ES,2017.03,140058,,R
BDCQ.SEA1ES,2017.06,143087,,R
BDCQ.SEA1ES,2017.09,146077,,R
BDCQ.SEA1ES,2017.12,148298,,R
BDCQ.SEA1ES,2018.03,150039,,R
BDCQ.SEA1ES,2018.06,151295,,R
BDCQ.SEA1ES,2018.09,151670,,R
BDCQ.SEA1ES,2018.12,154798,,R
BDCQ.SEA1ES,2019.03,157660,,R
BDCQ.SEA1ES,2019.06,158886,,R
BDCQ.SEA1ES,2019.09,160622,,R
BDCQ.SEA1ES,2019.12,161923,,R
BDCQ.SEA1ES,2020.03,163152,,R
BDCQ.SEA1ES,2020.06,165476,,R
BDCQ.SEA1ES,2020.09,169673,,R
BDCQ.SEA1ES,2020.12,168346,,R
BDCQ.SEA1ES,2021.03,172154,,R
BDCQ.SEA1ES,2021.06,176217,,R
BDCQ.SEA1ES,2021.09,179411,,R
BDCQ.SEA1ES,2021.12,182796,,R
BDCQ.SEA1ES,2022.03,184653,,R
BDCQ.SEA1ES,2022.06,185252,,R
BDCQ.SEA1ES,2022.09,186169,,R
BDCQ.SEA1ES,2022.12,186898,,R
BDCQ.SEA1ES,2023.03,188479,,R
BDCQ.SEA1ES,2023.06,191358,,F
BDCQ.SEA1ET,2011.06,99937,,R
BDCQ.SEA1ET,2011.09,101284,,R
BDCQ.SEA1ET,2011.12,102174,,R
BDCQ.SEA1ET,2012.03,102980,,R
BDCQ.SEA1ET,2012.06,104504,,R
BDCQ.SEA1ET,2012.09,106300,,R
BDCQ.SEA1ET,2012.12,107918,,R
BDCQ.SEA1ET,2013.03,109525,,R
BDCQ.SEA1ET,2013.06,111045,,R
BDCQ.SEA1ET,2013.09,112841,,R
BDCQ.SEA1ET,2013.12,114987,,R
BDCQ.SEA1ET,2014.03,117348,,R
BDCQ.SEA1ET,2014.06,119409,,R
BDCQ.SEA1ET,2014.09,121277,,R
BDCQ.SEA1ET,2014.12,123092,,R
BDCQ.SEA1ET,2015.03,124475,,R
BDCQ.SEA1ET,2015.06,125472,,R
BDCQ.SEA1ET,2015.09,126470,,R
BDCQ.SEA1ET,2015.12,127777,,R
BDCQ.SEA1ET,2016.03,129503,,R
BDCQ.SEA1ET,2016.06,132029,,R
BDCQ.SEA1ET,2016.09,134725,,R
BDCQ.SEA1ET,2016.12,137334,,R
BDCQ.SEA1ET,2017.03,140068,,R
BDCQ.SEA1ET,2017.06,143120,,R
BDCQ.SEA1ET,2017.09,146003,,R
BDCQ.SEA1ET,2017.12,148320,,R
BDCQ.SEA1ET,2018.03,150066,,R
BDCQ.SEA1ET,2018.06,151005,,R
BDCQ.SEA1ET,2018.09,152170,,R
BDCQ.SEA1ET,2018.12,154683,,R
BDCQ.SEA1ET,2019.03,157400,,R
BDCQ.SEA1ET,2019.06,159113,,R
BDCQ.SEA1ET,2019.09,160526,,R
BDCQ.SEA1ET,2019.12,161864,,R
BDCQ.SEA1ET,2020.03,163311,,R
BDCQ.SEA1ET,2020.06,165451,,R
BDCQ.SEA1ET,2020.09,167750,,R
BDCQ.SEA1ET,2020.12,169727,,R
BDCQ.SEA1ET,2021.03,172411,,R
BDCQ.SEA1ET,2021.06,175956,,R
BDCQ.SEA1ET,2021.09,179615,,R
BDCQ.SEA1ET,2021.12,182650,,R
BDCQ.SEA1ET,2022.03,184557,,R
BDCQ.SEA1ET,2022.06,185405,,R
BDCQ.SEA1ET,2022.09,186056,,R
BDCQ.SEA1ET,2022.12,186942,,R
BDCQ.SEA1ET,2023.03,188620,,R
BDCQ.SEA1ET,2023.06,191253,,F
BDCQ.SEA1FA,2011.06,90842,,F
BDCQ.SEA1FA,2011.09,90656,,F
BDCQ.SEA1FA,2011.12,91957,,F
BDCQ.SEA1FA,2012.03,91173,,F
BDCQ.SEA1FA,2012.06,91679,,F
BDCQ.SEA1FA,2012.09,91486,,F
BDCQ.SEA1FA,2012.12,93281,,F
BDCQ.SEA1FA,2013.03,90916,,F
BDCQ.SEA1FA,2013.06,92010,,F
BDCQ.SEA1FA,2013.09,91371,,F
BDCQ.SEA1FA,2013.12,92941,,F
BDCQ.SEA1FA,2014.03,93004,,F
BDCQ.SEA1FA,2014.06,93850,,F
BDCQ.SEA1FA,2014.09,93789,,F
BDCQ.SEA1FA,2014.12,98149,,F
BDCQ.SEA1FA,2015.03,97793,,F
BDCQ.SEA1FA,2015.06,98348,,F
BDCQ.SEA1FA,2015.09,98026,,F
BDCQ.SEA1FA,2015.12,99348,,F
BDCQ.SEA1FA,2016.03,99941,,F
BDCQ.SEA1FA,2016.06,101204,,F
BDCQ.SEA1FA,2016.09,99631,,F
BDCQ.SEA1FA,2016.12,101175,,F
BDCQ.SEA1FA,2017.03,101660,,F
BDCQ.SEA1FA,2017.06,102745,,F
BDCQ.SEA1FA,2017.09,102918,,F
BDCQ.SEA1FA,2017.12,104790,,F
BDCQ.SEA1FA,2018.03,106407,,F
BDCQ.SEA1FA,2018.06,105577,,F
BDCQ.SEA1FA,2018.09,105618,,F
BDCQ.SEA1FA,2018.12,107718,,F
BDCQ.SEA1FA,2019.03,106746,,F
BDCQ.SEA1FA,2019.06,107199,,F
BDCQ.SEA1FA,2019.09,105826,,F
BDCQ.SEA1FA,2019.12,108096,,F
BDCQ.SEA1FA,2020.03,107888,,F
BDCQ.SEA1FA,2020.06,106219,,F
BDCQ.SEA1FA,2020.09,104974,,R
BDCQ.SEA1FA,2020.12,105785,,R
BDCQ.SEA1FA,2021.03,106865,,R
BDCQ.SEA1FA,2021.06,107221,,R
BDCQ.SEA1FA,2021.09,107479,,R
BDCQ.SEA1FA,2021.12,109548,,R
BDCQ.SEA1FA,2022.03,109351,,R
BDCQ.SEA1FA,2022.06,110856,,R
BDCQ.SEA1FA,2022.09,110998,,R
BDCQ.SEA1FA,2022.12,112682,,R
BDCQ.SEA1FA,2023.03,112667,,F
BDCQ.SEA1FA,2023.06,112631,,F
BDCQ.SEA1FS,2011.06,90803,,R
BDCQ.SEA1FS,2011.09,91370,,R
BDCQ.SEA1FS,2011.12,91146,,R
BDCQ.SEA1FS,2012.03,91330,,R
BDCQ.SEA1FS,2012.06,91601,,R
BDCQ.SEA1FS,2012.09,92209,,R
BDCQ.SEA1FS,2012.12,92522,,R
BDCQ.SEA1FS,2013.03,91018,,R
BDCQ.SEA1FS,2013.06,91916,,R
BDCQ.SEA1FS,2013.09,92106,,R
BDCQ.SEA1FS,2013.12,92242,,R
BDCQ.SEA1FS,2014.03,93043,,R
BDCQ.SEA1FS,2014.06,93754,,R
BDCQ.SEA1FS,2014.09,94563,,R
BDCQ.SEA1FS,2014.12,97449,,R
BDCQ.SEA1FS,2015.03,97770,,R
BDCQ.SEA1FS,2015.06,98251,,R
BDCQ.SEA1FS,2015.09,98861,,R
BDCQ.SEA1FS,2015.12,98673,,R
BDCQ.SEA1FS,2016.03,99861,,R
BDCQ.SEA1FS,2016.06,101099,,R
BDCQ.SEA1FS,2016.09,100499,,R
BDCQ.SEA1FS,2016.12,100542,,R
BDCQ.SEA1FS,2017.03,101506,,R
BDCQ.SEA1FS,2017.06,102646,,R
BDCQ.SEA1FS,2017.09,103813,,R
BDCQ.SEA1FS,2017.12,104189,,R
BDCQ.SEA1FS,2018.03,106197,,R
BDCQ.SEA1FS,2018.06,105485,,R
BDCQ.SEA1FS,2018.09,106505,,R
BDCQ.SEA1FS,2018.12,107158,,R
BDCQ.SEA1FS,2019.03,106507,,R
BDCQ.SEA1FS,2019.06,107116,,R
BDCQ.SEA1FS,2019.09,106685,,R
BDCQ.SEA1FS,2019.12,107562,,R
BDCQ.SEA1FS,2020.03,107629,,R
BDCQ.SEA1FS,2020.06,106171,,R
BDCQ.SEA1FS,2020.09,105789,,R
BDCQ.SEA1FS,2020.12,105272,,R
BDCQ.SEA1FS,2021.03,106602,,R
BDCQ.SEA1FS,2021.06,107204,,R
BDCQ.SEA1FS,2021.09,108298,,R
BDCQ.SEA1FS,2021.12,108985,,R
BDCQ.SEA1FS,2022.03,109109,,R
BDCQ.SEA1FS,2022.06,110855,,R
BDCQ.SEA1FS,2022.09,111823,,R
BDCQ.SEA1FS,2022.12,112084,,R
BDCQ.SEA1FS,2023.03,112451,,R
BDCQ.SEA1FS,2023.06,112634,,F
BDCQ.SEA1FT,2011.06,90948,,R
BDCQ.SEA1FT,2011.09,91180,,R
BDCQ.SEA1FT,2011.12,91257,,R
BDCQ.SEA1FT,2012.03,91288,,R
BDCQ.SEA1FT,2012.06,91666,,R
BDCQ.SEA1FT,2012.09,92249,,R
BDCQ.SEA1FT,2012.12,92203,,R
BDCQ.SEA1FT,2013.03,91752,,R
BDCQ.SEA1FT,2013.06,91743,,R
BDCQ.SEA1FT,2013.09,92075,,R
BDCQ.SEA1FT,2013.12,92350,,R
BDCQ.SEA1FT,2014.03,92972,,R
BDCQ.SEA1FT,2014.06,93632,,R
BDCQ.SEA1FT,2014.09,95050,,R
BDCQ.SEA1FT,2014.12,96894,,R
BDCQ.SEA1FT,2015.03,97960,,R
BDCQ.SEA1FT,2015.06,98319,,R
BDCQ.SEA1FT,2015.09,98633,,R
BDCQ.SEA1FT,2015.12,98930,,R
BDCQ.SEA1FT,2016.03,99902,,R
BDCQ.SEA1FT,2016.06,100778,,R
BDCQ.SEA1FT,2016.09,100661,,R
BDCQ.SEA1FT,2016.12,100617,,R
BDCQ.SEA1FT,2017.03,101462,,R
BDCQ.SEA1FT,2017.06,102695,,R
BDCQ.SEA1FT,2017.09,103590,,R
BDCQ.SEA1FT,2017.12,104628,,R
BDCQ.SEA1FT,2018.03,105438,,R
BDCQ.SEA1FT,2018.06,105907,,R
BDCQ.SEA1FT,2018.09,106434,,R
BDCQ.SEA1FT,2018.12,106901,,R
BDCQ.SEA1FT,2019.03,106864,,R
BDCQ.SEA1FT,2019.06,106775,,R
BDCQ.SEA1FT,2019.09,107013,,R
BDCQ.SEA1FT,2019.12,107459,,R
BDCQ.SEA1FT,2020.03,107386,,R
BDCQ.SEA1FT,2020.06,106451,,R
BDCQ.SEA1FT,2020.09,105554,,R
BDCQ.SEA1FT,2020.12,105606,,R
BDCQ.SEA1FT,2021.03,106323,,R
BDCQ.SEA1FT,2021.06,107360,,R
BDCQ.SEA1FT,2021.09,108243,,R
BDCQ.SEA1FT,2021.12,108813,,R
BDCQ.SEA1FT,2022.03,109446,,R
BDCQ.SEA1FT,2022.06,110674,,R
BDCQ.SEA1FT,2022.09,111768,,R
BDCQ.SEA1FT,2022.12,112165,,R
BDCQ.SEA1FT,2023.03,112401,,R
BDCQ.SEA1FT,2023.06,112657,,F
BDCQ.SEA1GA,2011.06,173404,,F
BDCQ.SEA1GA,2011.09,174660,,F
BDCQ.SEA1GA,2011.12,179502,,F
BDCQ.SEA1GA,2012.03,179680,,F
BDCQ.SEA1GA,2012.06,177608,,F
BDCQ.SEA1GA,2012.09,176170,,F
BDCQ.SEA1GA,2012.12,181541,,F
BDCQ.SEA1GA,2013.03,180982,,F
BDCQ.SEA1GA,2013.06,178814,,F
BDCQ.SEA1GA,2013.09,175946,,F
BDCQ.SEA1GA,2013.12,183650,,F
BDCQ.SEA1GA,2014.03,182034,,F
BDCQ.SEA1GA,2014.06,179779,,F
BDCQ.SEA1GA,2014.09,179050,,F
BDCQ.SEA1GA,2014.12,185361,,F
BDCQ.SEA1GA,2015.03,186086,,F
BDCQ.SEA1GA,2015.06,183864,,F
BDCQ.SEA1GA,2015.09,183327,,F
BDCQ.SEA1GA,2015.12,189862,,F
BDCQ.SEA1GA,2016.03,191045,,F
BDCQ.SEA1GA,2016.06,189350,,F
BDCQ.SEA1GA,2016.09,189032,,F
BDCQ.SEA1GA,2016.12,196202,,F
BDCQ.SEA1GA,2017.03,196952,,F
BDCQ.SEA1GA,2017.06,194595,,F
BDCQ.SEA1GA,2017.09,193926,,F
BDCQ.SEA1GA,2017.12,200403,,F
BDCQ.SEA1GA,2018.03,198648,,F
BDCQ.SEA1GA,2018.06,196372,,F
BDCQ.SEA1GA,2018.09,194468,,F
BDCQ.SEA1GA,2018.12,202633,,F
BDCQ.SEA1GA,2019.03,199795,,F
BDCQ.SEA1GA,2019.06,197763,,F
BDCQ.SEA1GA,2019.09,197753,,F
BDCQ.SEA1GA,2019.12,206752,,F
BDCQ.SEA1GA,2020.03,203022,,F
BDCQ.SEA1GA,2020.06,200669,,F
BDCQ.SEA1GA,2020.09,198379,,R
BDCQ.SEA1GA,2020.12,204218,,R
BDCQ.SEA1GA,2021.03,201163,,R
BDCQ.SEA1GA,2021.06,200282,,R
BDCQ.SEA1GA,2021.09,202170,,R
BDCQ.SEA1GA,2021.12,212421,,R
BDCQ.SEA1GA,2022.03,208375,,R
BDCQ.SEA1GA,2022.06,205783,,R
BDCQ.SEA1GA,2022.09,206909,,R
BDCQ.SEA1GA,2022.12,215104,,R
BDCQ.SEA1GA,2023.03,210687,,F
BDCQ.SEA1GA,2023.06,209820,,F
BDCQ.SEA1GS,2011.06,174646,,R
BDCQ.SEA1GS,2011.09,177216,,R
BDCQ.SEA1GS,2011.12,177321,,R
BDCQ.SEA1GS,2012.03,178074,,R
BDCQ.SEA1GS,2012.06,178783,,R
BDCQ.SEA1GS,2012.09,178882,,R
BDCQ.SEA1GS,2012.12,179256,,R
BDCQ.SEA1GS,2013.03,179362,,R
BDCQ.SEA1GS,2013.06,179944,,R
BDCQ.SEA1GS,2013.09,178790,,R
BDCQ.SEA1GS,2013.12,181266,,R
BDCQ.SEA1GS,2014.03,180364,,R
BDCQ.SEA1GS,2014.06,180940,,R
BDCQ.SEA1GS,2014.09,181995,,R
BDCQ.SEA1GS,2014.12,182939,,R
BDCQ.SEA1GS,2015.03,184290,,R
BDCQ.SEA1GS,2015.06,185179,,R
BDCQ.SEA1GS,2015.09,186298,,R
BDCQ.SEA1GS,2015.12,187332,,R
BDCQ.SEA1GS,2016.03,189210,,R
BDCQ.SEA1GS,2016.06,190790,,R
BDCQ.SEA1GS,2016.09,192119,,R
BDCQ.SEA1GS,2016.12,193342,,R
BDCQ.SEA1GS,2017.03,195234,,R
BDCQ.SEA1GS,2017.06,196161,,R
BDCQ.SEA1GS,2017.09,197157,,R
BDCQ.SEA1GS,2017.12,197009,,R
BDCQ.SEA1GS,2018.03,197311,,R
BDCQ.SEA1GS,2018.06,197988,,R
BDCQ.SEA1GS,2018.09,197745,,R
BDCQ.SEA1GS,2018.12,198720,,R
BDCQ.SEA1GS,2019.03,198840,,R
BDCQ.SEA1GS,2019.06,199538,,R
BDCQ.SEA1GS,2019.09,200963,,R
BDCQ.SEA1GS,2019.12,202378,,R
BDCQ.SEA1GS,2020.03,202401,,R
BDCQ.SEA1GS,2020.06,202655,,R
BDCQ.SEA1GS,2020.09,201365,,R
BDCQ.SEA1GS,2020.12,199693,,R
BDCQ.SEA1GS,2021.03,200765,,R
BDCQ.SEA1GS,2021.06,202491,,R
BDCQ.SEA1GS,2021.09,204982,,R
BDCQ.SEA1GS,2021.12,207524,,R
BDCQ.SEA1GS,2022.03,208167,,R
BDCQ.SEA1GS,2022.06,208202,,R
BDCQ.SEA1GS,2022.09,209612,,R
BDCQ.SEA1GS,2022.12,210050,,R
BDCQ.SEA1GS,2023.03,210616,,R
BDCQ.SEA1GS,2023.06,212327,,F
BDCQ.SEA1GT,2011.06,175098,,R
BDCQ.SEA1GT,2011.09,176649,,R
BDCQ.SEA1GT,2011.12,177600,,R
BDCQ.SEA1GT,2012.03,178065,,R
BDCQ.SEA1GT,2012.06,178676,,R
BDCQ.SEA1GT,2012.09,178987,,R
BDCQ.SEA1GT,2012.12,179162,,R
BDCQ.SEA1GT,2013.03,179506,,R
BDCQ.SEA1GT,2013.06,179728,,R
BDCQ.SEA1GT,2013.09,180066,,R
BDCQ.SEA1GT,2013.12,180326,,R
BDCQ.SEA1GT,2014.03,180531,,R
BDCQ.SEA1GT,2014.06,180958,,R
BDCQ.SEA1GT,2014.09,181914,,R
BDCQ.SEA1GT,2014.12,183041,,R
BDCQ.SEA1GT,2015.03,184175,,R
BDCQ.SEA1GT,2015.06,185253,,R
BDCQ.SEA1GT,2015.09,186206,,R
BDCQ.SEA1GT,2015.12,187484,,R
BDCQ.SEA1GT,2016.03,189123,,R
BDCQ.SEA1GT,2016.06,190783,,R
BDCQ.SEA1GT,2016.09,192073,,R
BDCQ.SEA1GT,2016.12,193519,,R
BDCQ.SEA1GT,2017.03,195038,,R
BDCQ.SEA1GT,2017.06,196326,,R
BDCQ.SEA1GT,2017.09,196951,,R
BDCQ.SEA1GT,2017.12,197132,,R
BDCQ.SEA1GT,2018.03,197401,,R
BDCQ.SEA1GT,2018.06,197736,,R
BDCQ.SEA1GT,2018.09,198054,,R
BDCQ.SEA1GT,2018.12,198462,,R
BDCQ.SEA1GT,2019.03,198934,,R
BDCQ.SEA1GT,2019.06,199603,,R
BDCQ.SEA1GT,2019.09,201010,,R
BDCQ.SEA1GT,2019.12,202157,,R
BDCQ.SEA1GT,2020.03,202651,,R
BDCQ.SEA1GT,2020.06,202439,,R
BDCQ.SEA1GT,2020.09,201221,,R
BDCQ.SEA1GT,2020.12,200076,,R
BDCQ.SEA1GT,2021.03,200603,,R
BDCQ.SEA1GT,2021.06,202551,,R
BDCQ.SEA1GT,2021.09,205072,,R
BDCQ.SEA1GT,2021.12,207275,,R
BDCQ.SEA1GT,2022.03,208158,,R
BDCQ.SEA1GT,2022.06,208600,,R
BDCQ.SEA1GT,2022.09,209401,,R
BDCQ.SEA1GT,2022.12,210046,,R
BDCQ.SEA1GT,2023.03,210848,,R
BDCQ.SEA1GT,2023.06,212091,,F
BDCQ.SEA1HA,2011.06,103801,,F
BDCQ.SEA1HA,2011.09,107456,,F
BDCQ.SEA1HA,2011.12,110973,,F
BDCQ.SEA1HA,2012.03,110305,,F
BDCQ.SEA1HA,2012.06,107976,,F
BDCQ.SEA1HA,2012.09,107651,,F
BDCQ.SEA1HA,2012.12,111647,,F
BDCQ.SEA1HA,2013.03,112218,,F
BDCQ.SEA1HA,2013.06,111183,,F
BDCQ.SEA1HA,2013.09,110574,,F
BDCQ.SEA1HA,2013.12,115148,,F
BDCQ.SEA1HA,2014.03,116013,,F
BDCQ.SEA1HA,2014.06,113997,,F
BDCQ.SEA1HA,2014.09,113381,,F
BDCQ.SEA1HA,2014.12,119580,,F
BDCQ.SEA1HA,2015.03,120452,,F
BDCQ.SEA1HA,2015.06,120660,,F
BDCQ.SEA1HA,2015.09,119106,,F
BDCQ.SEA1HA,2015.12,124802,,F
BDCQ.SEA1HA,2016.03,127872,,F
BDCQ.SEA1HA,2016.06,127744,,F
BDCQ.SEA1HA,2016.09,128360,,F
BDCQ.SEA1HA,2016.12,134631,,F
BDCQ.SEA1HA,2017.03,137104,,F
BDCQ.SEA1HA,2017.06,136444,,F
BDCQ.SEA1HA,2017.09,134081,,F
BDCQ.SEA1HA,2017.12,139394,,F
BDCQ.SEA1HA,2018.03,140352,,F
BDCQ.SEA1HA,2018.06,139249,,F
BDCQ.SEA1HA,2018.09,135443,,F
BDCQ.SEA1HA,2018.12,142465,,F
BDCQ.SEA1HA,2019.03,144366,,F
BDCQ.SEA1HA,2019.06,142506,,F
BDCQ.SEA1HA,2019.09,140421,,F
BDCQ.SEA1HA,2019.12,147093,,F
BDCQ.SEA1HA,2020.03,145422,,F
BDCQ.SEA1HA,2020.06,140969,,F
BDCQ.SEA1HA,2020.09,139176,,R
BDCQ.SEA1HA,2020.12,139176,,R
BDCQ.SEA1HA,2021.03,138632,,R
BDCQ.SEA1HA,2021.06,140234,,R
BDCQ.SEA1HA,2021.09,143141,,R
BDCQ.SEA1HA,2021.12,144782,,R
BDCQ.SEA1HA,2022.03,137070,,R
BDCQ.SEA1HA,2022.06,136958,,R
BDCQ.SEA1HA,2022.09,141259,,R
BDCQ.SEA1HA,2022.12,147748,,R
BDCQ.SEA1HA,2023.03,149266,,F
BDCQ.SEA1HA,2023.06,151763,,F
BDCQ.SEA1HS,2011.06,104877,,R
BDCQ.SEA1HS,2011.09,109449,,R
BDCQ.SEA1HS,2011.12,109270,,R
BDCQ.SEA1HS,2012.03,108938,,R
BDCQ.SEA1HS,2012.06,109004,,R
BDCQ.SEA1HS,2012.09,109707,,R
BDCQ.SEA1HS,2012.12,109982,,R
BDCQ.SEA1HS,2013.03,110836,,R
BDCQ.SEA1HS,2013.06,112028,,R
BDCQ.SEA1HS,2013.09,112840,,R
BDCQ.SEA1HS,2013.12,113532,,R
BDCQ.SEA1HS,2014.03,114533,,R
BDCQ.SEA1HS,2014.06,114655,,R
BDCQ.SEA1HS,2014.09,115844,,R
BDCQ.SEA1HS,2014.12,118026,,R
BDCQ.SEA1HS,2015.03,118898,,R
BDCQ.SEA1HS,2015.06,121108,,R
BDCQ.SEA1HS,2015.09,121804,,R
BDCQ.SEA1HS,2015.12,123354,,R
BDCQ.SEA1HS,2016.03,126120,,R
BDCQ.SEA1HS,2016.06,128108,,R
BDCQ.SEA1HS,2016.09,131326,,R
BDCQ.SEA1HS,2016.12,133147,,R
BDCQ.SEA1HS,2017.03,135209,,R
BDCQ.SEA1HS,2017.06,136749,,R
BDCQ.SEA1HS,2017.09,137281,,R
BDCQ.SEA1HS,2017.12,137721,,R
BDCQ.SEA1HS,2018.03,138463,,R
BDCQ.SEA1HS,2018.06,139754,,R
BDCQ.SEA1HS,2018.09,138578,,R
BDCQ.SEA1HS,2018.12,140363,,R
BDCQ.SEA1HS,2019.03,142790,,R
BDCQ.SEA1HS,2019.06,143412,,R
BDCQ.SEA1HS,2019.09,143179,,R
BDCQ.SEA1HS,2019.12,144443,,R
BDCQ.SEA1HS,2020.03,144484,,R
BDCQ.SEA1HS,2020.06,142394,,R
BDCQ.SEA1HS,2020.09,141003,,R
BDCQ.SEA1HS,2020.12,136410,,R
BDCQ.SEA1HS,2021.03,138484,,R
BDCQ.SEA1HS,2021.06,141967,,R
BDCQ.SEA1HS,2021.09,144131,,R
BDCQ.SEA1HS,2021.12,141872,,R
BDCQ.SEA1HS,2022.03,137453,,R
BDCQ.SEA1HS,2022.06,138766,,R
BDCQ.SEA1HS,2022.09,141693,,R
BDCQ.SEA1HS,2022.12,144897,,R
BDCQ.SEA1HS,2023.03,149941,,R
BDCQ.SEA1HS,2023.06,153699,,F
BDCQ.SEA1HT,2011.06,106316,,R
BDCQ.SEA1HT,2011.09,107938,,R
BDCQ.SEA1HT,2011.12,109036,,R
BDCQ.SEA1HT,2012.03,109069,,R
BDCQ.SEA1HT,2012.06,109099,,R
BDCQ.SEA1HT,2012.09,109555,,R
BDCQ.SEA1HT,2012.12,110074,,R
BDCQ.SEA1HT,2013.03,110871,,R
BDCQ.SEA1HT,2013.06,111956,,R
BDCQ.SEA1HT,2013.09,112827,,R
BDCQ.SEA1HT,2013.12,113651,,R
BDCQ.SEA1HT,2014.03,114303,,R
BDCQ.SEA1HT,2014.06,114803,,R
BDCQ.SEA1HT,2014.09,116007,,R
BDCQ.SEA1HT,2014.12,117664,,R
BDCQ.SEA1HT,2015.03,119295,,R
BDCQ.SEA1HT,2015.06,120711,,R
BDCQ.SEA1HT,2015.09,121944,,R
BDCQ.SEA1HT,2015.12,123529,,R
BDCQ.SEA1HT,2016.03,125826,,R
BDCQ.SEA1HT,2016.06,128448,,R
BDCQ.SEA1HT,2016.09,131013,,R
BDCQ.SEA1HT,2016.12,133323,,R
BDCQ.SEA1HT,2017.03,135188,,R
BDCQ.SEA1HT,2017.06,136646,,R
BDCQ.SEA1HT,2017.09,137319,,R
BDCQ.SEA1HT,2017.12,137735,,R
BDCQ.SEA1HT,2018.03,138636,,R
BDCQ.SEA1HT,2018.06,139326,,R
BDCQ.SEA1HT,2018.09,139546,,R
BDCQ.SEA1HT,2018.12,140592,,R
BDCQ.SEA1HT,2019.03,142487,,R
BDCQ.SEA1HT,2019.06,143309,,R
BDCQ.SEA1HT,2019.09,143551,,R
BDCQ.SEA1HT,2019.12,144310,,R
BDCQ.SEA1HT,2020.03,144210,,R
